NUM, PINYIN, EXPECTED
20,aa3je4je5go2bin1zau6hou2siu2tung4keoi5soeng1cyu2zik1hai6gei1bun2soeng6ngo5tung4keoi5seong1cyu2ge3si4gaan3hai6syun3dyun2so2ji5cing4fong3zau6m4hai6hou2zi1,阿爺爺嗰邊就好少同佢相處即係基本上我同佢相處嘅時間係算短所以情況就唔係好知
21,maa4maa4zau6gang3gaa1mei6gin3gwo3tim1ho2ji5waa6hai6,嫲嫲就更加未見過添可以話係
22,hai6aa3,係呀
23,jau4seoi2gwo3lai4dim2joeng6ge3jat1go3cing4jing4aa4,游水過嚟點樣嘅一個情形呀
24,kei4sat6dong1nin4keoi5dei6jau4seoi2lok6lai4zau6jat1ding6m4hai6ji5zing3kwai1ge3sau2zuk6gwo3lai4gaa3laa3jat1ding6hai6tau1dou6gwo3lai4gaa3laa3hai6mai6,其實當年佢地游水落嚟就一定唔係以正規嘅手續過嚟㗎啦一定係偷渡過嚟㗎啦係咪
25,gam2keoi5dei6jau4seoi2zau6dim2jau4ngo5zau6m4zi1laa3,咁佢地游水就點游我就唔知啦
26,ze1hai6jyu4gwo2gong2dou3gam2sam1jap6gong2dou3waa6keoi5dei6jung6me1sik1jau4ge3ngo5zau6m4cing1co2laa3,啫係如果講到咁深入講到話佢地用咩式游嘅我就唔清楚啦
27,hai6laa3,係啦
28,daan6hai6zing6hai6zi1dou6keoi5dei6hai6fei1faat3gam2joeng6tau1dou6lok6lai4gaa3lo1,但係淨係知道佢地係非法咁樣偷盗落嚟㗎囉
29,se5keoi1zing1san4ngo5lam2zau6jing1goi1hai6jat6zim6seoi1lok6gaa3laa3ji5ging1,社區精神我諗就應該係日漸衰落㗎啦已經
30,ze1hai6bei6hei2ji5cin4di1jan4lai4gong2di1jan4ji5cin4zau6gang3gaa1tyun4git3aa3waak6ze2hai6me1,啫係比起以前啲人嚟講啲人以前就更加團結呀或者係咩
31,zau6syun3m4hai6zing6hai6ngo5zi6gei2go2keoi1hai2hok6haau6jap6bin3laa1hou2ci5di1tung4hok6gam2joeng6keoi5dei6deoi3jyu1zi6gei2jat1go3san1fan6ge3jing6tung4ji5ging1hoi1ci2jyut6lai4jyut6bok6joek6laa3,就算唔係淨係我自己嗰區喺學校入邊啦好似啲同學咁樣佢地對於自己一個身份嘅認同己經開始越嚟越薄弱啦
32,zik1hai6jyu4gwo2man6nei5hai6suk6jyu1me1ge3jan4aa3keoi5dei6ning4jyun6daap3hoeng1gong2jan4dou1m4wui5daap3zung1gwok3jan4laa3,即係如果問你係屬於咩嘅人呀佢地寧願答香港人都唔會答中國人啦
33,daan6hai6ngo5go3jan4ne1ngo5zau6zung6hai6wui5ziu3daap3zi6gei2hai6zung1gwok3ge3hoeng1gong2jan4ge3,但係我個人呢我就仲係會照答自己係中國嘅香港人嘅
34,ze1hai6ci2zung1zung1gwok3hai6ngo5zi6gei2ge3zou2gwok3gam2ngo5jau6m4wui5waa6deoi3keoi5jan1wai6jau5di1me1ge3jing2hoeng2ji4wui5deoi3keoi5jau5pin1gin3waak6ze2hai6ji4m3heoi3jing6tung4keoi5lo1,啫係始終中國係我自己嘅祖國咁我又唔會話對佢因為有啲咩嘅影響而會對佢有偏見或者係而唔去認同佢囉
35,bit6meng2aa4,別名呀
36,bit6meng2zau6jing1goi1mou5wo3,別名就應該冇喎
37,ze1hai6ho2nang4ze1hai6nei5hou2ci5leoi6ci5faa1meng2gam2joeng6go2di1aa4,啫係可能啫係你好似類似花名咁樣嗰啲呀
38,mou5lo1ngo5dei6go2bin1zau6,冇囉我地嗰邊就
39,zing6hai6zi1ji5cin4hai6jyu4gong2lo1keoi5si6hau6zi1hau6tin4hoi2sin1zi3bin3zo2ji4gaa1hung4ham3keoi1zaa1maa3,淨係知以前係漁港囉佢事後之後填海先至變咗而家紅磡區咋嘛
40,hai6lo1ji5cin4tung4maai4ngo5dei6ji4gaa1syun4go2go3gaai1meng2giu3syun4ging2gaai1ze1hai6ho2ji5tai2dak1ceot1keoi5ji5cin4hai6syun4gaa3laa1hai6wai4zyu2,係囉以前同埋我地而家船嗰個街名叫船景街啫係可以睇得出佢以前係船㗎啦係為主
41,leon4geoi1aa4,鄰居呀
42,m4syun3giu3zou6taai3can1mat6,唔算叫做太親密
43,ding6zi2bat1gwo3zau6hai6ho2nang4ziu1zou2hei2san1tung4daap3tung4jat1gaa3lip1ge3si4hau6wui5daa2go3ziu1fu1gam2joeng6lo1,定只不過就係可能朝早起身同搭同一架𨋢嘅時候會打個朝呼咁樣囉
44,ji5cin4zau6jau5jat1wai2zau6gang3gaa1can1cit3di1ge3zau6hai2gung1zok3soeng6min6ho2nang4jau5di1me1ge3sik6mat6aa3waak6ze2hai6jat1di1jam2ban2keoi5lo2zo2faan1lai4ge3waa6ne1keoi5hai6wui5tung4ngo5dei6fan1hoeng2lo1,以前就有一位就更加親切啲嘅就喺工作上面可能有啲咩嘅食物呀或者係一啲飲品佢攞咗返嚟嘅話呢佢係會同我地分享囉
45,daan6hai6ji4gaa1zau6siu2zo2laa3ji4gaa1mou5zo2jan1wai6keoi5bun1zau2zo2laa3,但係而家就少咗啦而家冇咗因為佢搬走咗啦
46,kei4taa1go2di1dou1hai6zau6gum2daa2ziu1fu1zau6ji5ging1hai6fei1soeng4zi1gik6haan6ji5ging1hai6jat1go3gik6haan6lai4gaa3laa3ngo5lam2,其他嗰啲都係就咁打朝呼就已經係非常之極限已經係一個極限嚟㗎啦我諗
47,leon4geoi1aa4dat6faat3si6gin6aa4,鄰居呀突發事件呀
48,ci2zung1ngo5jing6wai4ze1hai6lai6jyu4ho2nang4zau6syun3m4hai6jau5dat6faat3si6gin6faat3saang1,始終我認為啫係例如可能就算唔係有突發事件發生
49,waak6ze2ho2nang4hai6jyu6fong4laa1bei2ding6ho2nang4lai6jyu4jyu6fong4zau6ho2nang4bei2jat1di1bei2ding6uk1kei5so2si4bei2keoi5dei6aa3go2di1hau6bei6so2si4ne1ngo5go3jan4zau6m4hai6hou2ne1joeng6je5ge3,或者可能係預防啦俾定可能例如預防就可能俾一啲俾定屋企鎖匙比佢地呀個啲後備鎖匙呢我個人就唔係好呢樣野嘅
50,ze1hai6ngo5gok3dak1zau6seoi1jin4waa6ho2nang4nei5tung4keoi5soeng1cyu2noi6daan6hai6m4doi6biu2nei5zan1hai6jyun4cyun4heoi3liu5gaai2deoi3fong1ge3zan1sat6ge3jat1min6lo1,啫係我覺得就雖然話可能你同佢相處耐但係唔代表你真係完全去了解對方嘅真實嘅一面囉
51,so2ji5ci2zung1dou1hai6m4gam2,所以始終都係唔敢
52,ding2do1dou1zi2ho2ji5hai6baai3tok3jat1di1zyu6dak1bei2gaau3syun3kan5ge3can1cik1zau6bei2gaau3seon3jam6dak1gwo3di1,頂多都只可以係拜托一啲住得比較算近嘅親戚就比較信任得過啲
53,leon4geoi1zau6jing1goi1mei6si3gwo3,鄰居就應該未試過
54,hai6laa3,係啦
55,can1cik1zau6jau5,親戚就有
57,zik1hai6hou2ci5ngo5tau4sin1so2gong2laa1hou2ci5ngo5go2keoi1lai4gong2,即係好似我頭先所講啦好似我個區嚟講
58,hou2ci5di1tung1hok6gam2joeng6,好似啲同學咁樣
59,ngo5jing6wai4hoeng1gong2ge3ne1go3zing1san4hoi1ci2hai6zik1hai6deoi3jyu1ne1go3gwok3gaa1zi6gei2ge3san1fan6jing6tung4ne1go3tyun4git3ne1jat1fong1min6ge3zing1san4ne1ngo5gok3dak1zau6hoi1ci2pin1lei4zo2lo1,我認為香港嘅呢個精神開始係即係對於呢個國家自己嘅身分認同呢個團結呢一方面嘅精神呢我覺得就開始偏離咗囉
60,zik1hai6keoi5dei6ji5cin4keoi5dei6tyun4git3ge3ding6ji6ho2nang4hai6wai6gwok3gaa1heoi3tyun4git3,即係佢地以前佢地團結嘅定義可能係為國家去團結
61,daan6hai6ji4gaa1zau6ho2nang4hai6wai6zo2hoeng1gong2ji4tyun4git3ji4m4hai6zung1gwok3zau6zoeng1go3faan6wai4suk1zaak3zo2,但係而家就可能係為咗香港而團結而唔係中國就將個範圍縮窄咗
62,deoi3je5jik6dou1ho2ji5pin1gin3zo2zing6hai6mong6je5m4gau3coeng4jyun5,對野亦都可以偏見咗淨係望野唔夠長遠
63,lai6jyu4ho2nang4hou2ci5ji4gaa1di1zing3goi2gam2joeng6keoi5dei6gok3dak1jing1goi1hai6jiu3jat1go3keoi5dei6gok3dak1jiu3zi6gei2jau5jat1go3kyun4lei6heoi3zi6gei2syun2dak6sau2,例如可能好似而家啲政改咁樣佢地覺得應該係要一個佢地覺得要自己有一個權利去自己選特首
64,daan6hai6keoi5dei6m4heoi3sai3sam1lam2cing1co2dou3dai2ne1jat1joeng6je5deoi3jyu1zing2go3zing3fu2ge3wan6zok3wui5jau5di1me1jing2hoeng2,但係佢地唔去細心諗清楚到底呢一樣野係對於整個政府嘅運作會有啲咩影響
65,jau6waak6ze2mui5syun2jat1go3dak6sau2ceot1lai4zi1cin4zau6syun3nei5zi6nei5zi6gei2hei1mong6syun2ceot1lai4doi6m4doi6biu2zung1gwok3wui5zi1ci4m4hai6waa6nei5syun2jyun4zi1hau6hoeng1gong2zau6ho2ji5zi6gei2duk6laap6lo1,又或者每選一個特首出嚟之前就算你自你自己希望選出嚟代唔代表中國會支持唔係話你選完之後香港就可以自己獨立囉
66,ci2zung1dou1hai6seoi1jiu3jat1go3gwok3gaa1hai6bui3hau6dou3zi1ci4gaa3lo1,始終都係需要一個國家係背後到支持㗎囉
67,zau6hai6gam2lo1so2ji5ngo5gok3dak1hoeng1gong2ne1go3zing1san4ne1go3tyun4git3ge3zing1san4jing1goi1hai6jyut6lai4jyut6caa1gaa3lo1ngo5lam2,就係咁囉所以我覺得香港呢個精神呢個團結嘅精神應該係越嚟越差㗎囉我諗
68,jau5heoi3leoi5hang4ge3si4hau6jau5gaa3,有去旅行嘅時候有㗎
69,ngoi6dei6aa4dou1hai6si6fu4bin1di1gwok3gaa1laa1,外地呀都係視乎邊啲國家啦
70,ze1hai6ho2nang4jyu4gwo2ze1hai6kei4sat6seoi1jin4ngo5zi6gei2zau6deoi3zung1gwok3dou1hai6jau5jat1go3hou2koeng4ge3san1fan6jing6tung4,啫係可能如果啫係其寶雖然我自己就對中國都係有一個好強嘅身分認同
71,daan6hai6ci2zung1can1san1lok6gwo3noi6dei6heoi3mong6ne1ngo5zau6deoi3jyu1keoi5dei6go3saang1wut6waan4ging2aa3waak6ze2tung4maai4teng1hok6haau6lou5si1gam2keoi5dei6ge3gaai2sik1lai4gong2ne1ngo5gok3dak1ne1zung1gwok3zau6zung6seoi1jiu3goi2zeon3lo1,但係始終親身落過內地去望呢我就對於佢地個生活環境呀或者同埋聽學校老師咁佢地嘅解釋嚟講呢我覺得呢中國就仲需要改進囉
72,ze1hai6zau6syun3hai6saang1wui6waan4ging2aa3waak6ze2keoi5dei6zi6gei2ge3zing3zai3ge3jat1tou3ngo5dou1jing6wai4jau5seoi1jiu3goi2zeon3ge3,啫係就算係生活環境呀或者佢地自己嘅政制嘅一套我都認為有需要改進嘅
73,kei4taa1gwok3gaa1fong1min6ne1zau6gam2tai2ngoi6biu2lai4gong2ne1ngo5jing6wai4zau6syun3faan4waa4ge3,其他國家方面呢就咁睇外表嚟講呢我認為就算繁華嘅
74,tung4maai4saang1wut6jik6dou1syun3on1ding6aa1,同埋生活亦都算安定呀
75,keoi5dei6ge3gung1zok3jik6dou1syun3hai6gei2hing1sung1aa1m4wui5waa6hai6hou2ci5hoeng1gong2gam2joeng6hai6go3faan4mong4ge3dou1si5laa1,佢地嘅工作亦都算係幾輕鬆呀唔會話係好似香港咁樣係個繁忙嘅都市啦
76,zing6hai6mui5jat6dou1zing6hai6wai6zo2faan1gung1fong3gung1aa3zau6syun3hai6zung6jiu3tim1laa1jau5zan6si4,淨係每日都淨係為咗返工放工呀就算係仲要添啦有陣時
77,gam2ngo5gok3dak1zau6ho2nang4zau6dou1hai6jiu3si6fu4m4tung4gwok3gaa1keoi5dei6zi6gei2keoi5dei6go2go3cing4fong3lo1,咁我覺得就可能就都係要視乎唔同國家佢地自己佢地嗰個情況囉
78,ji4man4ne1fong1min5zau6mou5lam2gwo3laa3,移民呢方面就冇諗過啦
79,ngo5gok3dak1hoeng1gong2zau6ji5ging1syun3hai6jat1go3hou2mun5zuk1ngo5ge3sing4si5lai4ge3,我覺得香港就己經算係一個好滿足我嘅城市嚟嘅
80,ze1hai6hou2ci5ping4si4dak1haan4go2zan6aa4,啫係好似平時得閒嗰陣呀
81,ngo5lam2keoi5dei6do1sou3dou1jing1goi1hai6tung4tung4hok6ceot1heoi3jat1cai4waan2aa3heoi3coeng3kaa1laa1aa3heoi3ho2nang4zung6wui5jau5heoi3zyu2tai4lok6jyun4laa1gam2joeng6,我諗佢地多數都應該係同同學出去一齊玩呀去唱卡啦呀去可能仲會有去主題樂園啦咁樣
82,zi1leoi6zung2zi1zyu2jiu3dou1hai6wui5tung4tung4hok6jat1cai4tung4faan1di1pang4bui3jat1cai4heoi3hai6aa3heoi3ne1go3soeng1cyu2lo1,之類總之主要都係會同同學一齊同反啲朋輩一齊去係呀去呢個相處囉
83,gam2joeng6lo1gam2zau6siu2zo2wui5tung4di1gaa1jan4tyun4jat1cai4jau5jat1go3zi1leoi6go2di1siu2zo2ne1joeng6je5lo1,咁樣囉咁就少咗會同啲家人團一齊有一個之類嗰啲少左呢樣野囉
84,hai6laa3,係啦
85,keoi5dei6do1sou3dou1mou5jat1go3dak6ding6ge3dei6dim2ge3,佢地多數都冇一個特定嘅地點嘅
86,ze1hai6ho2nang4si6daan6wan2go3dei6fong1joek3ceot1lai4gan1zyu6zi1hau6zau6hai2go2dou6zau6zung2zi1hou2ci5maan6mou4muk6dik1gam2joeng6gin3dou3di1mat1mai4heoi3mong6haa5jau5kaa1laa1jau5dei6fong1gam2mai4jap6heoi3coeng3gam2joeng6gam2zau6zau6gam2zau6gwo3jat1jat6gaa3laa3,啫係可能是但搵個地方約出嚟跟住之後就喺嗰度就總之好似漫無目的咁樣見到啲乜咪去望下有卡啦有地方咁咪入去唱咁樣咁就就咁就過一日㗎啦
87,mou5me1dak6bit6ge3muk6dik1gam2joeng6lo1zi2bat1gwo3hai6soeng2tung4di1tung4hok6gin3haa5min6gam2joeng6lo1,冇咩特別嘅目的咁樣囉只不過係想同啲同學見下面咁樣囉
88,o2jau5gaa3jau5di1tung4hok6keoi5dei6hai6ze1hai6lai6jyu4zuk1kau4deoi6go2pai1ne1keoi5dei6zau6jan1wai6jit6oi3zuk1kau4so2ji5sin1gaa1jap6laa1,哦有㗎有啲同學佢地係啫係例如足球隊嗰批呢佢地就因為熱愛足球所以先加入啦
89,gam2keoi5dei6so2ji5keoi5dei6hou2ci5hai6ceoi4zo2ping4jat6keoi5dei6hai2hok6haau6ge3siu2sik1ge3si4hau6dou1wui5jat1cai4king1zi1ngoi6ne1zau6hou2ci5waa6keoi5dei6hai6wui5ho2nang4joek3maai4jat1cai4jau5dyun6si4gaan3hai6jat1cai4deoi3zyu6bou6din6si6gei1,咁佢地所以佢地好似係除咗平日佢地喺學校嘅小息嘅時候都會一齊傾之外呢就好似話佢地係會可能約埋一齊有段時間係一齊對住部電視機
90,sam6zi3ho2nang4hai6wui5jau5lou5si1wui5heoi3dou3go2di1dei6fong1tai2bei2coi3ge3si4hau6keoi5dei6hai6wui5zyu2dung6man6go3lou5si1ho2m4ho2ji5daai3maai4keoi5dei6jat1cai4heoi3tai2gaa3lo1,甚至可能係會有老師會去到嗰啲地方睇比賽嘅時候佢地係會主動問個老師可唔可以帶埋佢地一齊去睇㗎囉
91,hai6gaa3,係㗎
93,ceot1heoi3waan2ge3ding6ji6zik1hai6ceot1gwok3ding6hai6me1aa3,出去玩嘅定義即係出國定係咩呀
94,hoeng1gong2gong2ceot1heoi3waan2aa4,香港講出去玩呀
95,jyu4gwo2gong2ngo5lam2zau6jing1goi1hai6mai6je6maan5aa3keoi5dei6seoi1m4seoi1jiu3haan6zai3m4hou5taai3je6ne1,如果講我諗就應該係咪夜晚呀佢地需唔需要限制唔好太夜呢
96,ze1hai6ci2zung1jau5di1ci2zung1hoeng1gong2seoi1jin4waa6keoi5dei6go2go3giu3zou6zi6on1dou1syun3hou2,啫係始終有啲始終香港雖然話佢地嗰個叫做治安都算好
97,daan6hai6ci2zung1dou3je6maan5ge3si4hau6dou1hai6jau5di1je5m4ho2ji5jyu6liu6gaa1maa3ngo5dei6,但係始終到夜晚嘅時候都係有啲野唔可以預料㗎嘛我地
98,gam2so2ji5jau5di1cing1siu3nin4zi1leoi6go2di1keoi5jyu4gwo2taai3je6zoi3ceot1heoi3ge3waa6jat1lai4fu6mou5daam1sam1ji6lai4jik6dou1ho2nang4wui5kwan4maai4jat1baan1m4hou2ge3pang4jau5aa3,咁所以有啲青少年之類嗰啲佢如果太夜再出去嘅話一嚟父母擔心二嚟亦都可能會群埋一班唔好嘅朋友呀
99,ho2nang4wui5ling6dou3keoi5dei6jim5soeng5jat1di1duk6jan5aa3zi1leoi6go2di1waak6ze2jam2zau2aa3go2di1,可能會令到佢地染上一啲毒癮呀之類嗰啲或者飲酒呀嗰啲
100,gam2ne1di1ngo5jing6wai4so2ji5hoeng1gong2jing1goi1seoi1jiu3ho2nang4deoi3jyu1ngoi6ceot1ze1hai6je6maan5ngoi6ceot1ne1joeng6je5ho2nang4seoi1jiu3jau5siu2siu2gaam1gun2aa3haan6zai3go2di1lo1,咁呢啲我認為所以香港應該需要可能對於外出啫係夜晚外出呢樣野可能需要有少少嘅監管呀限制嗰啲囉
101,ngo5go3jan4ne1zau6zyu2jiu3zau6fong3zo2hok6zi1hau6zau6do1sou3dou1hai6zik6zip3faan1uk1kei5ge3,我個人呢就主要就放咗學之後就多數都係直接返屋企嘅
102,jan1wai6ngo5zau6hai6suk6jyu1wui4gaa1jat1zuk6,因為我就係屬於回家一族
103,ngo5zau6m4hai6gam2zung1ji3dau6lau4hai2gaai1jap6min6maan6mou4muk6dik1ge3,我就唔係咁鐘意逗留喺街入面漫無目的嘅
104,ngo5zau6zung2zi1jau5muk6dik1ngo5sin1zi3wui5hai6ceot1heoi3gaai1gaa3ze1,我就總之有目的我先至會係出去街㗎啫
105,mou5muk6dik1ge3waa6ngo5wui5lau4faan1hai2uk1kei5zou6zi6gei2je5laa1,無目的嘅話我會留反喺屋企做自己野啦
106,daan6hai6kei4taa1tung4hok6ne1zau6ji5jin6si4go3cing4fong3ne1keoi5dei6zau6zung1ji3lau4hai2hok6haau6m4faan1uk1kei5ge3,但係其他同學呢就以現時個情況我見呢佢地就鐘意留喺學校唔返屋企嘅
107,caa1m4do1ho2nang4hai6dau6lau4dou3ho2nang4hok6haau6hai6jiu3giu3keoi5dei6saan1mun4aa3gam2joeng6gam2keoi5dei6sin1wui5zau2ge3,差唔多可能係逗留到可能學校係要叫佢地閂門呀咁樣咁佢地先會走嘅
108,daan6hai6jau6m4wui5waa6hou2ci5ji5cin4lou5si1keoi5dei6gong2waa6keoi5dei6lau4hai2hok6haau6hai6wai6zo2wan1syu1aa3wan1dou3hou2je6sin1zau2,但係又唔會話好似以前老師佢地講話佢地留喺學校係為咗溫書呀溫到好夜先走
109,keoi5dei6hai6zing6hai6hai2hok6haau6jap6min6zi6gei2king1gai2hai2go3fo3sat1jap6min6zi6gei2zau2lai4zau2heoi3gam2joeng6zau6ho2ji5ngaai4dou3gam2joeng6hai2dou3lau4lin4dou3gau3zung1lo1,佢地係淨係喺學校入面自己傾偈喺個課室入面自己走嚟走去咁樣就可以捱到咁樣喺到流連到夠鐘囉
110,saa1si2go2nin4ngo5zau6m4hai6hou2jan3zoeng6sam1hak1,沙士嗰年我就唔係好印象深刻
111,ngo5wai4jat1zing6hai6gei3dak1dong1nin4zau6hai6haau2siu2hok6go2si4haau2haau2haa5si5dat6jin4zi1gaan1zeoi3mei5go2loeng5fo1m4sai2haau2gan1zyu6zi1hau6hou2hoi1sam1,我唯一淨係記得當年就係考小學嗰時考考下試突然之間最尾嗰兩科唔使考跟住之後好開心
112,daan6hai6zeoi3hou2siu3ge3dei6fong1zau6hai6ngo5m4zi1dim2gaai2hou2ci5zi1cin4hou2ci5jau5jyu6liu6dou3wui5m4sai2haau2si5gam2joeng6,但係最好笑嘅地方就係我唔知點解好似之前好似有預料到會唔使考試咁樣
113,ngo5zau6zi1cin4go2gei2go3lai5baai3ngo5hai6m4tai2syu1m4wan1syu1gaa1lo1,我就之前嗰幾個禮拜我係唔睇書唔溫書㗎囉
114,hai6aa3ngo5zan1hai6jyun4cyun4hai6bok3zo2lok6heoi3gam2joeng6,係呀我真係完全係博咗落去咁樣
115,hou2kei4gwaai3ngo5go2ci3kei4sat6ngo5go2ci3ngo5gei3dak1zeoi3gei3dak1zau6hai6ngo5hou2gan2zoeng1gaa3lo1dou3haau2go2zan6si4jan1wai6ngo5jyun4cyun4mou5tai2gwo3bun2syu1gam2zai3aa1maa3,好奇怪我嗰次其實我嗰次我記得最記得就係我好緊張㗎囉到考嗰陣時因為我完全冇睇過本書咁濟呀嘛
116,daan6hai6zau6zeoi3hou2coi2zau6hai6jan1wai6saa1si2zau6jing1goi1hai6saa1si2baau3faat3gam2so2ji5zau6ling6dou3ngo5zau6m4sai2haau2lo1,但係就最好彩就係因為沙士就應該係沙士爆發咁所以就令到我就唔使考囉
118,zau6bat1gwo3kei4sat6gam2joeng6zi2bat1gwo3hai6ngo5go3jan4ge3ji3gin3ze1m4doi6biu2hai6me1hai6lo1m4doi6biu2hai6hou2cyu3lai4ge3ne1joeng6,就不過其實咁樣只不過係我個人嘅意見啫唔代表係咩係囉唔代表係好處嚟嘅呢樣
119,ci2zung1go2zan6si4dou1zung6hai6nou5seon5mei6saang1maai4gam2go3ne1go3deoi3jyu1ne1go3ji3sik1lai4gong2syun3hai6bok6joek6so2ji5ngo5dou1m4hai6hou2jau5taai3daai6ge3gam2gok3lo1,始終嗰陣時都仲係腦荀未生埋咁個呢個對於呢個意識嚟講算係薄弱所以我都唔係好有太大嘅感覺囉
120,bat1gwo3dou1hai6si6hau6taai2faan1jat1di1man4zik1hai6ho2nang4hai2mong5soeng6min6ge3man4zoeng1aa3waak6ze2hai6jat1di1zaan3joeng4dong1si4ge3ji1saang1go2di1zau6ho2nang4wui5jau5siu2siu2gam2zuk1lo1,不過都係事後睇反一啲文即係可能喺網上面嘅文章呀或者係一啲讚揚當時嘅醫生嗰啲就可能會有少少感觸囉
121,deoi3jyu1keoi5dei6ge3fu6ceot1dou1gok3dak1hou2wai5daai6lo1,對於佢地嘅付出都覺得好偉大囉
122,ngo5gei3dak1hou2ci5dong1nin4hai6jau5wai2neoi5ji1saang1hou2ci5hai6zyu2dung6lau4hai2ji1jyun2dou6ziu3gu3beng6jan4,我記得好似當年係有位女醫生好似係主動留喺醫院度照顧病人
123,daan6hai6zeoi3hau6zi6gei2dou1hai6jim5soeng5zo2saa1si2jin4zi1hau6san1mong4gaa3lo1,但係最後自己都係染上咗沙士然之後身亡㗎囉
124,bat1gwo3sat6zat1go3meng2ngo5zau6m4hai6hou2gei3dak1ngo5gei3dak1jing1goi1hai6sing3ze6gaa3ngo5gei3dak1,不過實質個名我就唔係好記得我記得應該係姓謝㗎我記得
125,zau6hai6gam2lo1gan1zyu6kei4taa1go2di1zau6m4hai6hou2jing6laa3m4hai6hou2jing6sik1laa3,就係咁囉跟住其他嗰啲就唔係好認啦唔係好認識啦
126,jyu4gwo2zau6gam2tai2biu2min6ge3waa6ngo5gok3dak1hoeng1gong2bin3faa3hou2daai6laa3,如果就咁睇表面嘅話我覺得香港變化好大啦
127,ze1hai6zing6hai6nei5ping4si4lok6gaai1tai2ji5cin4ho2nang4di1soeng1dim3hai6ne1go3jing4sik1ge3zyu2jiu3daan6hai6ji4gaa1ho2nang4ji5ging1bin3saai3,啫係淨係你平時落街睇以前可能啲商店係呢個形式嘅主要但係而家可能已經變哂
128,zau6ho2nang4hou2ci5ngo5wong4bou3faa1jyun4wai4lai6laa1ji5cin4lau4haa6soeng1coeng4ne1zyu2jiu3sik6si3wai4zyu2ge3,就可能好似我黃埔花園為例啦以前樓下商場呢主要食肆為主嘅
129,gan1zyu6zi1hau6ji4gaa1ne1ji5ging1bin3sing4zo2hoi1ci2hai6zyu2jiu3ji5siu1fai3lai6jyu4hoi1zo2hou2do2jat1di1ming4paai4ge3fuk6zong1dim3aa3waak6ze2sau2sik1dim3zi1leoi6gam2joeng6go2di1lo1,跟住之後而家呢已經變成咗開始係主要以消費例如開咗好多一啲名牌嘅服裝店呀或者首飾店之類咁樣嗰啲囉
130,tung4maai4keoi5dei6zyun3dak1hou2faai3lo1jau5zan6si4ho2nang4sik1jing3m4dou3gaa3wui5,同埋佢地轉得好快囉有陣時可能適應唔到㗎會
131,kwai1geoi2aa4ngo5lam2zeoi3pou2pin3so2jau5gaa1ting4dou1jau5ge3zau6jing1goi1hai6cyu4fong2hai6naap6jap6gam2zi2gaa3lo1,規矩呀我諗最普遍所有家庭都有嘅就應該係廚房係納入禁止㗎囉
132,hai6laa1zik1hai6lai6paai2ngo5hou2ci5ngo5uk1kei5gam2joeng6ngo5go2zan6si4zau6jing1goi1hai6jau5go3tit3laan4gam2joeng6hai6laan4zyu6go2go3ngaam1ngaam1hou2hai6ngo5gwo3m4dou3ge3jing1goi1zau6,係啦即係例牌我好似我屋企咁樣我嗰陣時就應該係有個鐵欄咁樣係欄住嗰個啱啱好係我過唔到嘅應該就
