NUM, PINYIN, EXPECTED
165,Duk6jyun4daai6hok6bat1jip6zau6hai6gaa3laa3,讀完大學畢業就係㗎喇
166,Zau6jiu3ceot1lei4wan2je5zou6zaan6cin2,就要出嚟搵嘢做賺錢
167,zi6laap6gaa3laa3,自立㗎喇
169,Ngo5gok3dak1,我覺得
170,mou5mat1waa6kwai1ding6jiu3duk6gei2do1syu1daan6hai6zeoi3gan2jiu3zau6hai6keoi5dei6dou1hai6sik1dak1zi6gei2duk6laap6lo1,冇乜話規定要讀幾多書但係最緊要就係佢哋都係識得自己獨立囉
171,aa6,吓
172,Daan6hai6jyu4gwo2keoi5dei6hing3ceoi3hai6zung1ji3,但係如果佢哋興趣係鍾意
173,gai3zuk6duk6syu1ge3,繼續讀書嘅
174,gam2dou1hai6keoi5zi6gei2ge3syun2zaak6,噉都係佢自己嘅選擇
175,ngo5dou1mou5baan6faat3zo2zi2,我都冇辦法阻止
176,daan6hai6zau6hei1mong6keoi5dei6ho2ji5zi6gei2,但係就希望佢哋可以自己
177,zi6gei2,自己
178,m4sai3ji2laai6fu6mou5zi6gei2ho2ji5duk6laap6,唔使倚賴父母自己可以獨立
179,ji4gaa1,而家
180,mou5gaa3laa3,冇㗎喇
182,ceoi4keoi5dei6zi6gei2zung1ji3,隨佢哋自己鍾意
183,mou5mat1dak6bit6,冇乜特別
184,hei1mong6keoi5dei6duk6me1zung2jin4zi1,希望佢哋讀咩總言之
185,keoi5nang4gau3,佢能夠
186,ze1hai6,即係
187,duk6dak1sing4gung1,讀得成功
188,ho2ji5zi6gei2duk6laap6jau5zi6gei2,可以自己獨立有自己
189,ge3sang1wut6,嘅生活
190,gam2zau6hou2,噉就好
191,hou2mun5zuk1gaa3laa3,好滿足㗎喇
192,aa6,吓
193,ngo5go3go2go3hok6haau6,我個嗰個學校
194,hou2dak6bit6,好特別
195,hou2do1jan4,好多人
196,keoi5jan1wai6go3sing4si5le1hai6zoeng1so2jau5ge3sap6saam1baan1le1,佢因為個城市呢係將所有嘅十三班呢
197,hai6,係
198,baai2maai6hai2loeng5gaan1zung1hok6ga3ze1,擺埋喺兩間中學㗎啫
199,Ngo5heoi3duk6go2gaan1hai6kei4zung1jat1gaan1,我去讀嗰間係其中一間
200,ji4hai6ngo5go2gaan1le3hai6dak6bit6siu2aa3zau1jan4ge3,而係我嗰間呢係特別少亞洲人嘅
201,zung1gok3jan4zau6hai6jau5jat1zi1jau5go3Hoeng1Gong2lei4gau2go3,中國人就係有一有個香港嚟九個
202,jat1go3hai2toi4waan1lei4gam2cyun4hok6haau6zau6daai6koi3jau5,一個喺臺灣嚟噉全學校就大概有
203,cat1baak3gei2baat3baak3go3hok6saang1,七百幾八百個學生
204,so2ji5,所以
205,ngo5dei6hai6suk6jyu1hou2siu3sou3,我哋係屬於好少數
206,do1sou3dou1hai6bun2dei6ge3,多數都係本地嘅
207,hok6saang3bun2dei6ge3jan4laa1,學生本地嘅人啦
208,aa6Gam2dou1jau5m4tung4zung2zuk6ge3,吓噉都有唔同嘅種族嘅
209,Jau5siu2siu2aa3jeoi6,有少少亞裔
210,jau5di1fei1leot6ban1jan4,有啲菲律賓人
211,jau5daan6hai6hou2siu3,有但係好少
212,haa4do1sou3dou1hai6,吓多數都係
213,baak6jan4do1,白人多
214,haa6,吓
215,Tung4di1ge3hok6saang1,同啲嘅學生
216,Daai6bou6fan4dou1mou5man6tai4,大部分都冇問題
217,haa6keoi5dei6deoi3ngo5dei6dou1hou2jau5hing3ceoi3jan1wai6gok3dak1ngo5dei6,吓佢哋對我哋都好有興趣因為覺得我哋
218,hai6hou2dak6bit6,係好特別
219,naa5Jan1wai6keoi5dei6dou1hou2siu2tung4ngoi5gok3ge3hok6saang3zip3zuk1,吓因為佢哋都好少同外國嘅學生接觸
220,haa5,吓
221,Gam2,噉
222,dou1daai6zi3soeng6dou1,啊都大致上都
223,dou1gei2hou2,都幾好
224,Ngo5jau5jat1loeng5go3dou1dak6bit6,我有一兩個都特別
225,hou2ge3tung4hok6,好嘅同學
226,Dou1hai6,都係
227,dou1hai6baak6jan4,都係白人
228,Daan6hai6keoi5dei6hou2ci3ngo5gam2dou1hai6san1ge3ji4man4,但係佢哋好似我噉都係新嘅移民
229,haa5Jau5jat1go3hai6san1hai2Jing1Gok3lei4ge3ji4man4,吓又一個係新喺英國嚟嘅移民
230,Jau5ling6ngoi6jat1go3le3zau6hai6,有另外一個呢就係
231,hai6,係
232,bun2dei6ge3,本地嘅
233,ji3daai6lei6jeoi6,意大利裔
234,tung4maai4,同埋
235,jan1dai6on1jan4ze1hai6bun2dei6tou2zyu3ge3,印第安人即係本地土著嘅
237,ge3lei4ge3,嘅嚟嘅
238,so2ji5ngo5dei6dak6bit6hai6hou2haa5gam2dou1,所以我哋特別係好吓噉都
239,gei2hoi1sam3gaa3,幾開心㗎
240,Ze1hai6tung4ni1di1pang4jau5,即係同呢啲朋友
241,Fong3zo2hok6,放咗學
242,keoi5dei6zau6jau5si4,佢哋就有時
243,lei4wan2ngo5ceot1heoi3daa2daa2bou2ling4kau4lo1gam2tung4maai4jau5si4jau6heoi3,嚟搵我出去打打保齡球囉噉同埋有時又去
244,keoi5dei6jau5di1ngo5dei6di1tung4hok6jau5di1ge3nguk1kei2leoi5bin6,佢哋有啲我哋啲同學有啲嘅屋企裏便
245,waan2haa6go2di1aa3haa6waan2haa2waan2haa5di1gam2lo1,玩下嗰啲啊吓玩下玩下啲噉囉
246,haa5,吓
247,go2zan4si4zau6mou5mat1mou5ge3,嗰陣時就冇乜冇嘅
248,Gam2li1jat1baan1ngo5ceot1heoi3jat1cai4waan2ni1di1dou1hai6,噉呢一班我出去一齊玩呢啲都係
249,mou5leoi5zai2ge3cyun4bou6dou1hai6naam4zai2lei4gaa3haa5,冇女仔嘅全部都係男仔嚟㗎吓
250,Ji4gaa1,而家
251,dou1jau5di1haa6,都有啲吓
252,Do1sou3dou1zung1gwok3jan4haa5,多數都中國人吓
253,Jat1cai4sik6faan6aa3king1gai2aa3gam2lo1Jau5si4jat1cai4heoi3leoi5hang4lo1,一齊食飯啊傾偈啊噉囉一係有時一齊去旅行囉
254,Heoi3zo2dou1heoi3hou2do1m4tung4dei6fong1jau5jyun5jau5kan5,去咗都去好多唔同地方有遠有近
255,Hai6lo1naa4ngo5dei6heoi3go3laa1jat1cai4,係囉嗱我哋去過啦一齊
256,Haa5gam2dou1,吓噉都
257,gei2hou2waan2gaa3hai6lo1,幾好玩㗎係囉
258,ji4gaa1ngo5zyu6li1keoi1,而家我住呢區
260,me1je5jan4dou1do1ji4gaa1dou1hai6,咩嘢人都多而家都係
261,ji4man4tung4bun2dei6jan4dou1jat1bun3jat1bun3Ngo5loeng5bin6ge3jat1jat1bin6zau6hai6bun2dei6,移民同本地人都一半一半我兩便嘅一一邊就係本地
262,tou2zoeng2tou2sang1tou2zoeng2daai6ge3,土長土生土長大嘅
263,Haa5ling6ngoi6jat1bin6dou1hai6ngoi5gwok3,吓另外一便都係外國
264,zung1dung1ge3ji4man4,中東嘅移民
265,Hai6gaa3ngo5lam2hai6,係㗎我諗係
266,Haa5,吓
267,Gam2deoi3min6aa3go2di1zau6jau5hou2ci5ngo5gam2ge3hoeng1gong2ge3ji4man4,噉對面啊嗰啲就有好似我噉嘅香港嘅移民
268,Jau6jau5dai6ji6dou6dei6fong1lai4ge3ji4man4,又有第二度地方嚟嘅移民
269,dou1,都
270,hou2ge3,好嘅
271,Ngo5hai6li1jat1keoi1zau6,我喺呢一區就
272,jing1goi1jau5,應該有
273,gau2cat1gau2baat3dou1,九七九八都
274,dou1jau5seng4,都有成
275,jing1dou1jau5seng4ji6sap6,應都有成二十
276,ji6sap6nin4ji6sap6gei2nin4laa3hou2haa6do1go3ji6sap6nin4,二十年二十幾年喇好吓多過二十年
277,Haa5,吓
278,Haa5,吓
279,Daan6hai6ngo5ze1hai6ngo5bun1go3dou1hai6hai2li1jat1keoi1haa6so2ji5dou1syun3hai6li1jat1keoi1lo1,但係我即係我搬過都係喺呢一區吓所以都算係呢一區囉
280,Daai6koi3dou1ji6sap6haa6,大概都二十吓
281,Do1go3ji6sap6lin4,多過二十年
282,Ngo5loeng5go3leoi6bin6ge3leon4geoi1dou1m4hai6gam3hou2ge3haa6,我兩個裏便嘅鄰居都唔係咁好嘅吓
284,deoi3min6jau5jat1gaa1ze1hai6Hoeng1Gong2ge3ji4man4gam2zau6bei2gaau3,對面有一家即係香港嘅移民噉就比較
285,bei2gaau3suk6di1,比較熟啲
286,Haa4kei4taa1go2di1,吓其他嗰啲
287,jau5di1daa2haa5ziu1fu1haa6sam6jau5,有啲打下招呼吓甚有
288,jau5di1zau6sam6zi3mou5mou5daa2ziu1fu1aa3haa6,有啲就甚至冇冇打招呼啊吓
289,Dak6bit6ngo5gaak3lei4li1go3,特別我隔籬呢個
291,tou2saang1tou2zoeng2go2di1jat1gaa1jan4le3keoi5deoi3ngo5dei6hou2dou3gei6ge3,土生土長嗰啲一家人呢佢對我哋好妒忌嘅
292,Haa5so2ji5bei2hou2do1maa4faan4ngo5,吓所以畀好多麻煩我
293,Keoi5dou3gei6ngo5dei6,佢妒忌我哋
294,ge3ngo5dei6m4hai6hai2li1dou6ceot1sai3m4hai2li1dou6zoeng2daai6daan6hai6ngo5dei6jau6bei2keoi5sing4gung1maa3,嘅我哋唔係喺呢度出世唔喺呢度長大但係我哋又比佢成功嘛
295,Kei4si6jat1ding6jau5haa5daan6hai6,歧視一定有吓但係
296,bei2ngo5dei6co1lei4ge3si4hau6go2go3,比我哋初嚟嘅時候嗰個
297,cing4dou6le3jing1goi1hei2maa3biu2min6soeng3hai6caa1hou2jyun5laa3,程度呢應該起碼表面上係差好遠喇
298,Jau5ngo5gaak3lei4go2go3,有我隔籬嗰個
299,ngo5gaak3lei4go2go3zing4waa6ngo5gong2go2go3ge3,我隔籬嗰個正話我講嗰個嘅
300,go3leon4geoi1le1keoi5zau6hai6deoi3ngo5dei6hou2,個鄰居呢佢就係對我哋好
302,hou2dou3gei6laa1haa6so2ji5jau5si4di1taai3dou6aa3tung4maai4daai6gaa1soeng1cyu2le3lei5dou1zi1dou3keoi5hai6,好妒忌啦吓所以有時啲態度啊同埋大家相處啊你都知道佢係
303,haa5keoi5hai6deoi3ngo5dei6jau5kei4gin3laa1mou2waa6kei4si6,吓佢係對我哋有歧見啦唔好話歧視吓
304,Zou6gung1go2dou6,做工嗰度
305,biu2min6soeng3zau6,表面上就
306,dou1mou5ge3Ji5cin4ngo5jat1lei4dou3Gaa1Laa4Daai6zou6gung1ngo5hoi1ci2hai2Gaa1Laa4Daai6zou6gung1ge3si4hau6,都冇嘅以前我一嚟到加拿大做工我開始喺加拿大做工嘅時候
307,ngo5dei6zung1gwok3jan4zau6hai6hou2siu3sou3,我哋中國人就係好少數
308,Gam2keoi5dei6zi1dou3ngo5dei6hai6m4ho2ji5tung4keoi5ging6zang1,噉佢哋知道我哋係唔可以同佢競爭
309,so2ji5deoi3ngo5dei6zau6mou5mat1dak6bit6ge3ze1hai6kei4si6,所以對我哋就冇乜特別嘅即係歧視
310,Daan6hai6hau6loi4le3,但係後來呢
311,dong1keoi5zi1dou3ngo5dei6dou1ze1hai6deoi3keoi5jau5jau5wai1hip3laa3gam2dou1wui6jau5di1ge3,當佢知道我哋都即係對佢有有威脅喇噉都會有啲嘅
312,Jan1wai6keoi5gok3dak1ngo5dei6ci2zung1dou1hai6,因為佢覺得我哋始終都係
313,kau1tung1aa3jyu4jin4jyu5jin4aa3go2di1ci2zung1,溝通啊語言語言啊嗰啲始終
314,Keoi5gok3dak1ngo5dei6hai6bat1kap6keoi5dei6,佢覺得我哋係不及佢哋
315,Daan6hai6ngo5dei6jau6,但係我哋又
316,jau5si4sing4gung1go3keoi5dei6le3gam2keoi5dei6ci2zung1dou1,有時成功過佢哋呢噉佢哋始終都
317,hai6m4hai6gei2hoi1sam1lo1,係唔係幾開心囉
318,Gam2ho2lang4ze1hai6deoi3ngo5dei6ge3taai3dou6aa3hou2do1je5dou1dou1wui5jau5paai4cik1,噉可能即係對我哋嘅態度啊好多嘢都都會有排斥
319,haa4,吓
320,Ze1hai6daan6hai6,即係但係
322,Jan1wai6ceoi3zyu6ngo5dei6ji6man4do1laa1,因為隨住我哋移民多啦
323,zing2go3Do1Leon4Do1li1go3sing4si5,整個多倫多呢個城市
324,zing2go3ge3man4faa3aa3go2di1zung2zuk6aa3dou1goi2bin3dak1hou2gan2jiu3laa3ji4gaa1,整個嘅文化啊嗰啲種族啊都改變得好緊要啦而家
325,ze1hai6ngo5dei6so2wai6ni1di1jau5sik1ge3,即係我哋所謂呢啲有色嘅
326,jan4zung2,人種
327,hai6zim3ni1go3sing4si5ge3daai6do1sou3lo3,係佔呢個城市嘅大多數咯
328,so2ji5,所以
329,jat1bun1biu5min6soeng3ge3so2wai6kei4si6zau6,一般表面上嘅所謂歧視就
331,mou5mou5ngo5dei6ji5cin4,冇冇我哋以前
332,co1co1lei4dou3ge3si4hau6ze1hai6jau5di1jau5di1jau5di1ging1jim6aa3jau5di1zou1jyu4gam3gam3ming4hin2ge3,初初嚟到嘅時候即係有啲有啲有啲經驗啊有啲遭遇咁咁明顯嘅
333,Daan6hai6,但係
335,ngo5ho2ji5waa6dou1goi2ze1hai6goi2zeon6zo2hou2do1gaa3laa3haa5m4,我可以話都改即係改進咗好多㗎喇吓唔
336,dak6bit6ngo5gok3dak1haa6jat1doi6le3,特別我覺得下一代呢
337,jan1wai6haa6jat1doi6hai2li1jat1go3do1jyun4man4faa3ge3waan4ging2zoeng2daai6le3,因為下一代喺呢一個多元文化嘅環境長大呢
338,keoi5dei6deoi3li1di1so2wai6zung2zuk6kei4si6zau6,佢哋對呢啲所謂種族歧視就
339,go2go3,嗰個
340,ngo5faat3gok3zau6faan2wai4,我發覺就反為
341,mou5mat1li1go3ge3koi3lim6,冇乜呢個嘅概念
342,tung4maai4dou1m4gok3dak1hai6jau5dak6bit6jat1go3ge3man6tai4lo1,同埋都唔覺得係有特別一個嘅問題囉
343,Lei5gong2hai2Gaa1Laa4Daai6li1go3,你講喺加拿大呢個
344,ngo5zaang1hou2jyun5aa3jan1wai6ngo5ji5cin4hou2ci5waa6bei2nei5zi1ngo5hai2,我爭好遠啊因為我以前好似話畀你知我喺
345,duk6zung1hok6ge3si4hau6le3ngo5jiu3haang4,讀中學嘅時候呢我要行
346,lok6zo2baa1si2jiu3haang4,落咗巴士要行
347,dou1jiu3haang4jat1dyun3si4gaan3sin1zi3faan1dou2hok6hau6le3,都要行一段時間先至返到學校呢
348,Gam2jat1lou6jat1lou6soeng6bin6le1dou1jau5di1sai3lou6zai2le1hai6gong2jat1di1zan1hai6,噉一路一路上邊呢都有啲細路仔呢係講一啲真係
349,zung2zuk6kei4si6ge3,種族歧視嘅
350,gam2joeng1zau6siu3ngo5dei6gaa3,噉樣就笑我哋㗎
351,ze1hai6gong2me1me1jau6me1mat6mat6gam2haa5,即係講咩咩又咩物物噉吓
352,Daan6hai6ji4gaa1ze1hai6jin6zoi6ngo5gok3dak1zau6,但係而家即係現在我覺得就
353,ji5ging1,已經
354,hou2siu2teng1gin3laa3haa6,好少聽見啦吓
355,Hou2siu2jau5li1di1sai3lou6zai3hai6bei2fu6mou5gaau3Ngo5gok3dak1go2di1sai3lou6zai3dim1gaai2wui5gam2joeng2,好少有呢啲細路仔係畀父母教我覺得嗰啲細路仔點解會噉樣
356,ze1hai6gong2maai4ni1gam2ge3je5le3dou1hai6jan1wai6fu6mou5aa3,即係講埋啲噉嘅嘢呢都係因為父母啊
357,Waak6ze2jau5di1pang4jau5gaau3keoi5dei6,或者有啲朋友教佢哋
358,Gam2ngo5gok3dak1ji4gaa1li1jat1doi6ge3sai3lou6zai2ji5ging1mou5zo2li1jat1zung2,噉我覺得而家呢一代嘅細路仔已經冇咗呢一種
359,li1jat1zung2gam2ge3gun3syu1,呢一種噉嘅灌輸
360,naa4ze1hai6m4wui5jau5jan4m4wui6gok3dak1,嗱即係唔會有人唔會覺得
361,ze1hai6,即係
362,jau5sik1ge3jan4zung2aa3waak6ze2dak6bit6lei4ge3hai6gam3,有色嘅人種啊或者特別嚟嘅係咁
363,dim2aa3ze1hai6gam3gam3kei4gwaai3gam3ze1hai6gam3,點啊即係咁咁奇怪咁即係咁
364,gam3ze1hai6tung4keoi5dei6gam3m4tung4aa3,咁即係同佢哋咁唔同啊
365,Haa5bei2gaau3keoi5dei6ji5ging1ze1hai6,吓比較佢哋已經即係
366,jat6man4zuk6zi1gaan1,日民族之間
368,zuk6jeoi6zi1gaan1go2go3ge3,族裔之間嗰個嘅
369,dou3ngo5gok3dak1dou1bei2gaau3wo4haai6di1tung4maai4,到我覺得都比較和諧啲同埋
370,dou1jan1wai6,都因為
372,ji4gaa1le1dak6bit6hai2Do1leon4Do1li1lei5haa6jat1doi6ji4gaa1duk6syu1faan1heoi3dou3hok6haau6le1,而家呢特別喺多倫多呢你下一代而家讀書返去到學校呢
373,zan1hai6mat1je5jan4zung2dou1jau5le1gam2keoi5dei6zau6,真係乜嘢人種都有呢噉佢哋就
374,ngo5zau6mou5gam2do1gok3dak1jau5jau5ze1hai6,我就冇噉多覺得有有即係
375,gam3fan1faa3lo3,咁分化囉
376,Keoi5dei6dou1daai6gaa1dou1wu6soeng1ge3,佢哋都大家都互相嘅
377,ze1hai6wan2wan2haap6dak1gei2hou2haa5,即係混混合得幾好吓
378,zi6gei2ge3ging1lik4dou1mou5mat1mou5mat1,自己嘅經歷都冇乜冇乜
379,jau5li1di1heoi3dou3siu2sing4si5leoi5bin6dou1mou5mat1waa6jau5di1me1,有呢啲去到小城市裏便都冇乜話有啲咩
380,li1di1gam2ge3ging1lik6,呢啲噉嘅經歷
381,Daan6hai6hai2san1man2aa3bou3dou6aa3dou1dou1teng1gin3wui5jau5lo1,但係喺新聞啊報導啊都都聽見會有囉
382,Zau6hou2ci5hou2do1aa3aa3zau1jan4heoi3diu3jyu2bei2jan4ung2lok6seoi3aa3,就好似好多亞亞洲人去釣魚畀人擁落水啊
383,li1di1dou1hai6hou2ming4hin2hai6dak6bit6zam1deoi3go2di1aa3zau1jan4aa3gam2,啊呢啲都係好明顯係特別針對嗰啲亞洲人啊噉
384,Gam2dou1jau5ge3ngo5nam2ngo5soeng1seon3dou1jau5,噉都有嘅我諗我相信都有
385,Jan1wai6hai2,因為喺
