230	daai3deoi2go2di1gang2hai6daai3nei5heoi3di1zung6dim2laa1	帶_________隊_____嗰________啲____梗___係____帶__你________去___
231	bin1dou6jau5peng4je5maai5jau5dai2je5sik6	邊_______度___有____平__嘢____買___有___抵__嘢___
232	mai6hai6lo1	咪___係___囖__
233	nei5jau6zung1ji3wo3	你___又___鍾_______意__
234	gam2fong3gaa3zeoi3hou2heoi3sik6aa3waan2aa3maai5je5aa3zau6zeoi3hou2gaa3laa1	噉___放________假________最____好___去__食____啊__玩____啊__買__嘢___啊________就___最___
235	hai6lo1	係___囖__
236	hai6m4hai6dai2hou2do1gaa3go2bin1	係___唔_____係___抵______好___多______
237	maai5je5	買____嘢__
238	m6peng4gwo3hoeng1gong2hou2do1lo1	嗯_平____過___香__________港______好__
239	jau5di1zan1hai6hei2maa5bun3gaa3aa3	有___啲__真_______係_______起_______碼__
240	bun3gaa3aa4	半_______價__
241	hai6aa3	係___啊__
242	mai6daai3ding6gei2go3gip1heoi3	咪___帶____定____幾___個__喼___去____
243	tung1soeng4jyu4gwo2nam2zyu6jiu3zau6hai6gaa3laa1	通__________常_______如___果___諗___住___要___就___係___
244	ngo5daai3di1gat1gip1heoi3gaa3laa1	我___帶____啲__吉___喼___去____𡃉___喇___
245	sau2sin1gong2go3go2go3gu2zai2ne1zau6hai6gong2hung2jung4joeng6lei4go2go3gu2zai2lai4ge3hou2do1jan4ne1kei4sat6dou1teng1gwo3go2zan6si4zeoi3gu2lou5go2go3hung2jung4joeng6lei4	首_______先____講__個__嗰__個______古__仔___呢___就____係____講____孔_____融___讓_____梨______嗰___個__古______仔___來__嘅_______好___多____人___呢_________其____實______都_____聽____過____嗰_____陣___
246	kei4sat6hau6loi4ne1jau5di1jan4zoeng1keoi5faan2zyun3gwo3lai4laak3zau6jau5go3san1ge3hung2jung4joeng6lei4gu2zai2	其_______實_______後__來______呢___有_____啲____人_________將___佢___反____轉___過___來__嘞___就__有____個____新_____嘅___孔______
247	gam2wo3gau6go2go3ne1zau6hai6waa6ne1e6hung2jung4e6dim2gaai2jiu3joeng6go3daai6lei2bei2go3daai6go1zi6gei2aa6jiu3go3sai3lei2ne1gam2aa3biu2jin6keoi5dei6ne1zau6hou2jau5haau3sam1hai6m4hai6ne1	噉___喎__舊___嗰_____個__呢___就___係___話__呢_誒____孔____融_誒________點___解_____要__讓____個___大___梨__俾_______個______大__哥___自__己___𠻺___要__個___細__梨_______呢________噉__啊___表___現___佢________哋___呢_____就__
248	hai6m4hai6zyun1zung6go4go1gam2joeng2joeng2ne1zik1hai6daai6jan4zau6sik6daai6go3sai3jan4zau6sik6sai3go3gam2joeng2joeng2ne1	係___唔_____係_________尊_____重_______________哥__哥_______噉________樣___樣___呢____即__係___大___人___就___食___大__個_______________細__
249	gam2daan6hai6ne1hau6loi4ne1jau5jan4ne1bei2keoi5gaa1zo2san1pin1lok6heoi3aa3	噉___但________係__呢_______後__來_______呢__有___人____呢___俾__佢___加___咗________新__
250	kei4sat6ne1hung2jung4ne1ling1zo2go3sai3zau6waa6ne1hung2jung4ne1ling1zau2zo2go3sai3lei2zi1hau6ne1kei4sat6hai2dou6hou2hoi1sam1hai2dou6tau1siu3aa3dim2gaai2tau1siu3ne1	其_______實__呢____孔____融__呢____拎__咗__個___細___就___話__呢____孔____融__呢________拎__走__咗___個___細______梨__之_______後_______呢___其_______實_______喺_______度__好________開_______心__
251	keoi5zau1wai4waa6bei2jan4teng1jyun4loi4go3daai6lei2hai6saang1cung4ge3so2ji5ne1keoi5zau6zyun1dang1ne1wan2keoi5daai6lou2tung4keoi5kang2zo2go3daai6go2go3laan6lei2keoi5laak3keoi5zi6gei2aa1seoi1jin4sik6go3sai3di1ne1zau6mou5saang1cung4	佢____周_______圍___話___俾___人____聽________原__來____個___大___梨_____係____生__蟲_____嘅__所____以___呢_________佢__就___專____登________呢____揾____佢____大__佬__同____佢_____鯁____咗___個____大____嗰____個______爛__梨________佢___嘞__佢___自__己__吖___雖___然_____食____
252	so2ji5ni1go3ne1zau6hung2jung4joeng6lei4go2go3san1pin1gu2zai2lai4gaa3laak3	所_____以_____哩__個___呢____就____孔_____融___讓_____梨___嗰___個______新___編___古____
253	soeng6ci3ne1e6e6maai5go2di1jau4piu3ne1nei5sai2m4sai2paai4deoi2aa3	上________次__呢_誒_誒____買_____嗰_______啲__郵___票___呢_____你_________使__
254	zeoi3gan6ni1jat1ci3aa4	最________近__哩___一__次__
255	hai6aa3	係___啊__
256	zeoi3gan6ni1jat1ci3zau6m4sai2paai4aa3jan1wai6caau2nung6saai3hou2do1jan4	最________近__哩___一__次___就_____唔____使__排_______啊____因____為____炒______燶___
257	haa2	吓___
258	dim2joeng2caau2nung6saai3aa3	點_________樣____炒____燶____晒__
259	jan1wai6ceot1dak1taai3sai1lei6aa3do1dou3do1dou3dim2ne1	因_______為____出___得____太_______犀__利__啊___多__到___多___到__
260	gei1fu4nei5jiu3gei2do1keoi5bei2gei2do1gam2joeng2joeng2zi2jiu3nei5hang2bei2cin2keoi5aa6dak1gaa3laa3	幾______乎___你___要______幾____多___佢______俾_______________幾______多___噉____樣___樣___只____要__你___肯___俾___
261	gam2zau6e6ji4ce2keoi5jau6jau5hou2do1jyu6zou2deng6saai3laa1gam2laa3di1jan4zau6m4sai2m4sai2heoi3paai4lo1	噉___就___誒_而_____且____佢___又___有______好_______多____預____早___訂___晒___喇__噉___嚹___啲_____人_____就____唔____使__
