NUM,EXPECTED,C2F21C_qwerty,# characters,edit distance
445,到冇我冇特別記得利啲可浪有但係
446,唔好嘅時
450,咩嘢
452,有時啲人我都有啲驚𡃉
453,有時如果佢哋好似好
456,佢哋
457,好似
459,唔知佢哋佢哋好似
460,有啲人
461,好似
462,啲
463,啲嗰啲人
464,問離問啲好好
465,有時佢哋會問啲嘅
467,痛上我都記得
468,袋色架
469,睬色
470,我有我啲
473,到嗰啲通常係
474,好譜嗰啲就會係好普通
475,日常嘅嘢
476,一發生可能我啲朋友啊嘅咩咩嗰啲
477,但係會我起新
478,跟蛀嗰晚我瞓我有繼續
480,好怪囖
481,有我有一次發夢我死咗
482,但係
483,有係死咗但係我係
484,林緊我又未死但係我唔U但係
485,北人長緊到唔知係唔係
486,離死唔係好玩一定我死咗但係我飲度嘢
487,都係一次啫冇第移啲噉樣嘅時
490,好
491,我好似試個一次
492,舞因為我有時我有啲嗰啲我U紮醒啊
493,跟住
494,印瞓覺夢
495,我可以有時我可以我啲
496,遮係我我會醒咗
497,遮係我起我係會起咗身
498,跟蛀我好上繼續知度我
499,瞓特燈瞓番覺繼續
500,坐意啲
501,壞得度
503,眯望冇
504,好怪嗰啲
505,唔有有啲好
508,有啲係
509,冇可浪發生嘅嘢
510,最近我有個
513,倒桶我家姐
514,喺一個
515,嘅地方但係
516,我爹爹叫我哋去一個
517,但係
518,但係個
519,我慢噉望住嗰天近豬突然之間見度部喺度有一個同埋嗰啲
521,跟住我哋見度囖我哋就
522,我家姐就話我哋一定要運阿啊
527,個天有個但係我哋走咗有個
528,怪
529,冇得發生
531,冇乜呀
532,有時可浪我話
533,我好上瞓但係要等多
534,U五分鐘咦十分鐘噉但係
535,倒
536,朵浪有嘅但係我冇乜見啫係唔係好多
537,龍常我都瞓度
540,但係都係
542,白人
545,都姐近都有啲中中文人
546,倒眉見個
547,倒眉見個
550,打教嗰啲人
553,好好好好人呀
554,倒我啲有係好好人
556,因為有時我唔係好知度講咩
557,我冇噉多中文
558,嗰嗰人都好好人
559,真係
560,真係我個冇冇乜
561,水嘢法生
563,可以
564,想做咩就做咩
565,都可以架
567,明明白
569,嗰兩個人一定要大家嘅
571,如過有一個人
572,魚個
573,如個佢哋兩個都可以兩個嘅我覺得
575,倒哋啲
576,倒哋有
577,黑頭髮
578,到覺得我著特
580,有啲有啲中文人可以啩
581,而家有啲人好似
584,講多啲中文
586,到啲胖
587,爹叫寶手啲
588,我覺得有時中文人
590,都係
592,凍上我都可以
594,我都
595,我可以型度啲
599,啲啲啲
601,冇我唔係可以真係
602,睇度利啲
603,因為加拿大
604,好佢哋可忘住咗好多連佢哋都可以
605,有佢哋啲
606,著三嘅理唔會知度
607,唔識
608,到可以識講
609,英文中文
612,U問
614,英文
615,鐘
616,東文嗰啲人識講中文
618,廣東話
619,陽東打U東打
620,我哋
621,我我都係用英文講嘢
622,如過我哋溝通
623,我尾個利啲佢哋
624,爹係
625,讀
626,中文英文
630,咯得理可以
631,遮係如個理理嗰個嗰個
632,嗰個語賢理可以溝通道同人有個
634,抌樣买叫要兩個都係噉樣
636,有啲食物
637,啲有時叫嗰啲點心哩我唔係好知度啲英問名因為我成係識啲U文嗰啲蒙
638,東常講嘢我都係容英文
639,但係譬如同
640,好
641,我同我公公婆破我就會好似好容易噉講中文
642,有時同第二啲人又好用意啲講英文
644,舞林都會但係我我唔係真係成日容中文講嘢
647,有時囖嗰啲叫咩
648,佢哋咗啲中文嘅
649,嘅
651,佢哋會蹆咗落去拜咗落英文度
652,個中文人係噉
655,嗰啲人就會係噉𡃉
656,唔同架
657,唔同架
658,有好
660,好
661,我覺得啲
662,啲
668,到有遮係講英佢哋講英文嗰真
670,如過中文我通常都知
671,遮係話如果眯埋眼嗰中文人講英文有時會啲中文
672,到匯知度佢係一個中文人
673,個中文人
676,唔好乜啩
677,倒冇乜
678,唔知哩
679,冇淋唔會啩
680,倒唔知道呀真係
682,倒冇我冇真係個
683,咯得差唔多理
684,如果去到哋咯就可U有啲啲唔同不過加拿大都差唔多
686,倒正
687,都
688,遮係嗰啲
689,都有啲
690,好洗利嘅初冇乜
691,啲
694,如過坐我覺得佢哋要
695,改返而𡃉有嘩冇嘢係初嘅但係
696,我哋都要
697,嗰嗰人
698,對個一個好啲嘅方法
699,我唔會有第姨啲人
700,啲英文
701,倒
703,我會覺得好得意
704,因為我離咗加拿大咁U我會
706,卡
708,老細
